t,o,h,l,c,v,datetime_utc,datetime_est
1788498900000,4469.48,4470.08,4469.1,4469.4,227.0,2026-09-04 05:15:00+00:00,2026-09-04 01:15:00+00:00
1788498960000,4469.39,4469.98,4468.78,4469.97,237.0,2026-09-04 05:16:00+00:00,2026-09-04 01:16:00+00:00
1788499020000,4470.04,4473.21,4469.73,4473.01,311.0,2026-09-04 05:17:00+00:00,2026-09-04 01:17:00+00:00
1788499080000,4473.07,4475.24,4472.43,4475.16,279.0,2026-09-04 05:18:00+00:00,2026-09-04 01:18:00+00:00
1788499140000,4475.16,4475.28,4473.63,4473.91,196.0,2026-09-04 05:19:00+00:00,2026-09-04 01:19:00+00:00
1788499200000,4473.92,4474.26,4473.25,4473.25,246.0,2026-09-04 05:20:00+00:00,2026-09-04 01:20:00+00:00
1788499260000,4473.25,4473.51,4470.73,4470.81,255.0,2026-09-04 05:21:00+00:00,2026-09-04 01:21:00+00:00
1788499320000,4470.82,4471.15,4470.39,4470.91,243.0,2026-09-04 05:22:00+00:00,2026-09-04 01:22:00+00:00
1788499380000,4470.91,4471.23,4470.29,4470.74,223.0,2026-09-04 05:23:00+00:00,2026-09-04 01:23:00+00:00
1788499440000,4470.74,4471.37,4470.62,4471.04,240.0,2026-09-04 05:24:00+00:00,2026-09-04 01:24:00+00:00
1788499500000,4471.05,4471.31,4469.89,4470.16,241.0,2026-09-04 05:25:00+00:00,2026-09-04 01:25:00+00:00
1788499560000,4470.15,4471.22,4469.9,4470.55,218.0,2026-09-04 05:26:00+00:00,2026-09-04 01:26:00+00:00
1788499620000,4470.58,4470.89,4470.16,4470.26,230.0,2026-09-04 05:27:00+00:00,2026-09-04 01:27:00+00:00
1788499680000,4470.22,4470.22,4468.07,4468.48,286.0,2026-09-04 05:28:00+00:00,2026-09-04 01:28:00+00:00
1788499740000,4468.5,4469.21,4467.5,4467.58,268.0,2026-09-04 05:29:00+00:00,2026-09-04 01:29:00+00:00
1788499800000,4467.58,4471.87,4466.83,4471.07,857.0,2026-09-04 05:30:00+00:00,2026-09-04 01:30:00+00:00
1788499860000,4471.06,4471.51,4470.12,4471.46,557.0,2026-09-04 05:31:00+00:00,2026-09-04 01:31:00+00:00
1788499920000,4471.48,4474.95,4471.01,4474.5,602.0,2026-09-04 05:32:00+00:00,2026-09-04 01:32:00+00:00
1788499980000,4474.51,4475.12,4471.81,4472.56,492.0,2026-09-04 05:33:00+00:00,2026-09-04 01:33:00+00:00
1788500040000,4472.55,4473.38,4472.34,4473.15,430.0,2026-09-04 05:34:00+00:00,2026-09-04 01:34:00+00:00
1788500100000,4473.16,4473.39,4469.72,4469.91,521.0,2026-09-04 05:35:00+00:00,2026-09-04 01:35:00+00:00
1788500160000,4469.92,4470.05,4469.2,4469.51,291.0,2026-09-04 05:36:00+00:00,2026-09-04 01:36:00+00:00
1788500220000,4469.53,4470.33,4469.35,4470.05,345.0,2026-09-04 05:37:00+00:00,2026-09-04 01:37:00+00:00
1788500280000,4470.05,4472.84,4470.05,4472.42,411.0,2026-09-04 05:38:00+00:00,2026-09-04 01:38:00+00:00
1788500340000,4472.44,4476.95,4472.31,4476.41,484.0,2026-09-04 05:39:00+00:00,2026-09-04 01:39:00+00:00
1788500400000,4476.47,4477.26,4476.06,4476.9,409.0,2026-09-04 05:40:00+00:00,2026-09-04 01:40:00+00:00
1788500460000,4476.95,4477.63,4475.05,4475.05,423.0,2026-09-04 05:41:00+00:00,2026-09-04 01:41:00+00:00
1788500520000,4475.04,4475.68,4474.34,4474.47,325.0,2026-09-04 05:42:00+00:00,2026-09-04 01:42:00+00:00
1788500580000,4474.47,4474.59,4471.83,4471.91,390.0,2026-09-04 05:43:00+00:00,2026-09-04 01:43:00+00:00
1788500640000,4471.92,4472.07,4470.53,4471.16,378.0,2026-09-04 05:44:00+00:00,2026-09-04 01:44:00+00:00
1788500700000,4471.16,4472.78,4470.68,4472.03,384.0,2026-09-04 05:45:00+00:00,2026-09-04 01:45:00+00:00
1788500760000,4472.05,4472.89,4471.63,4471.89,336.0,2026-09-04 05:46:00+00:00,2026-09-04 01:46:00+00:00
1788500820000,4471.88,4472.47,4471.63,4472.32,328.0,2026-09-04 05:47:00+00:00,2026-09-04 01:47:00+00:00
1788500880000,4472.36,4472.68,4471.82,4471.82,290.0,2026-09-04 05:48:00+00:00,2026-09-04 01:48:00+00:00
1788500940000,4471.81,4472.3,4470.73,4470.76,370.0,2026-09-04 05:49:00+00:00,2026-09-04 01:49:00+00:00
1788501000000,4470.77,4470.81,4468.07,4468.77,459.0,2026-09-04 05:50:00+00:00,2026-09-04 01:50:00+00:00
1788501060000,4468.77,4470.56,4468.33,4470.56,289.0,2026-09-04 05:51:00+00:00,2026-09-04 01:51:00+00:00
1788501120000,4470.56,4470.56,4468.77,4468.83,433.0,2026-09-04 05:52:00+00:00,2026-09-04 01:52:00+00:00
1788501180000,4468.83,4469.02,4468.05,4468.2,330.0,2026-09-04 05:53:00+00:00,2026-09-04 01:53:00+00:00
1788501240000,4468.19,4468.8,4467.29,4467.57,322.0,2026-09-04 05:54:00+00:00,2026-09-04 01:54:00+00:00
1788501300000,4467.56,4469.32,4467.26,4469.19,309.0,2026-09-04 05:55:00+00:00,2026-09-04 01:55:00+00:00
1788501360000,4469.21,4469.91,4468.8,4469.48,372.0,2026-09-04 05:56:00+00:00,2026-09-04 01:56:00+00:00
1788501420000,4469.5,4469.88,4468.62,4469.19,289.0,2026-09-04 05:57:00+00:00,2026-09-04 01:57:00+00:00
1788501480000,4469.18,4471.14,4469.18,4471.14,281.0,2026-09-04 05:58:00+00:00,2026-09-04 01:58:00+00:00
1788501540000,4471.13,4472.18,4470.48,4472.09,360.0,2026-09-04 05:59:00+00:00,2026-09-04 01:59:00+00:00
1788501600000,4472.09,4472.43,4470.32,4470.64,556.0,2026-09-04 06:00:00+00:00,2026-09-04 02:00:00+00:00
1788501660000,4470.65,4473.39,4470.45,4471.1,522.0,2026-09-04 06:01:00+00:00,2026-09-04 02:01:00+00:00
1788501720000,4471.06,4472.85,4470.82,4471.02,389.0,2026-09-04 06:02:00+00:00,2026-09-04 02:02:00+00:00
1788501780000,4471.0,4471.44,4469.32,4470.34,482.0,2026-09-04 06:03:00+00:00,2026-09-04 02:03:00+00:00
1788501840000,4470.34,4471.65,4469.14,4470.85,469.0,2026-09-04 06:04:00+00:00,2026-09-04 02:04:00+00:00
1788501900000,4470.86,4471.29,4470.28,4471.04,384.0,2026-09-04 06:05:00+00:00,2026-09-04 02:05:00+00:00
1788501960000,4471.07,4471.95,4470.69,4471.23,474.0,2026-09-04 06:06:00+00:00,2026-09-04 02:06:00+00:00
1788502020000,4471.27,4471.79,4469.59,4469.62,435.0,2026-09-04 06:07:00+00:00,2026-09-04 02:07:00+00:00
1788502080000,4469.61,4469.63,4468.11,4468.77,332.0,2026-09-04 06:08:00+00:00,2026-09-04 02:08:00+00:00
1788502140000,4468.78,4469.9,4468.05,4469.71,445.0,2026-09-04 06:09:00+00:00,2026-09-04 02:09:00+00:00
1788502200000,4469.71,4471.67,4469.23,4470.93,528.0,2026-09-04 06:10:00+00:00,2026-09-04 02:10:00+00:00
1788502260000,4470.96,4471.15,4467.57,4467.66,524.0,2026-09-04 06:11:00+00:00,2026-09-04 02:11:00+00:00
1788502320000,4467.67,4468.29,4466.89,4468.29,450.0,2026-09-04 06:12:00+00:00,2026-09-04 02:12:00+00:00
1788502380000,4468.31,4468.52,4466.72,4466.79,396.0,2026-09-04 06:13:00+00:00,2026-09-04 02:13:00+00:00
1788502440000,4466.8,4469.12,4466.79,4468.94,343.0,2026-09-04 06:14:00+00:00,2026-09-04 02:14:00+00:00
1788502500000,4468.94,4469.34,4468.2,4469.31,399.0,2026-09-04 06:15:00+00:00,2026-09-04 02:15:00+00:00
1788502560000,4469.34,4469.34,4467.3,4467.7,309.0,2026-09-04 06:16:00+00:00,2026-09-04 02:16:00+00:00
1788502620000,4467.7,4468.25,4467.55,4468.01,295.0,2026-09-04 06:17:00+00:00,2026-09-04 02:17:00+00:00
1788502680000,4468.01,4468.32,4467.51,4467.97,333.0,2026-09-04 06:18:00+00:00,2026-09-04 02:18:00+00:00
1788502740000,4467.97,4468.93,4467.37,4468.9,346.0,2026-09-04 06:19:00+00:00,2026-09-04 02:19:00+00:00
1788502800000,4468.91,4471.37,4468.77,4471.19,346.0,2026-09-04 06:20:00+00:00,2026-09-04 02:20:00+00:00
1788502860000,4471.2,4471.5,4470.78,4471.38,311.0,2026-09-04 06:21:00+00:00,2026-09-04 02:21:00+00:00
1788502920000,4471.37,4471.63,4467.7,4468.1,420.0,2026-09-04 06:22:00+00:00,2026-09-04 02:22:00+00:00
1788502980000,4468.1,4469.94,4467.89,4469.23,383.0,2026-09-04 06:23:00+00:00,2026-09-04 02:23:00+00:00
1788503040000,4469.18,4469.18,4466.75,4468.07,418.0,2026-09-04 06:24:00+00:00,2026-09-04 02:24:00+00:00
1788503100000,4468.04,4470.09,4467.89,4470.04,358.0,2026-09-04 06:25:00+00:00,2026-09-04 02:25:00+00:00
1788503160000,4470.04,4470.71,4469.52,4470.61,392.0,2026-09-04 06:26:00+00:00,2026-09-04 02:26:00+00:00
1788503220000,4470.63,4471.88,4470.21,4471.88,364.0,2026-09-04 06:27:00+00:00,2026-09-04 02:27:00+00:00
1788503280000,4471.88,4471.88,4469.45,4469.65,377.0,2026-09-04 06:28:00+00:00,2026-09-04 02:28:00+00:00
1788503340000,4469.65,4470.73,4468.42,4468.91,421.0,2026-09-04 06:29:00+00:00,2026-09-04 02:29:00+00:00
1788503400000,4468.92,4469.73,4468.13,4468.92,538.0,2026-09-04 06:30:00+00:00,2026-09-04 02:30:00+00:00
1788503460000,4468.93,4469.06,4466.65,4468.49,501.0,2026-09-04 06:31:00+00:00,2026-09-04 02:31:00+00:00
1788503520000,4468.49,4469.67,4468.23,4469.44,419.0,2026-09-04 06:32:00+00:00,2026-09-04 02:32:00+00:00
1788503580000,4469.46,4469.8,4467.9,4467.96,428.0,2026-09-04 06:33:00+00:00,2026-09-04 02:33:00+00:00
1788503640000,4467.93,4467.93,4464.56,4464.91,489.0,2026-09-04 06:34:00+00:00,2026-09-04 02:34:00+00:00
1788503700000,4464.93,4466.51,4464.45,4465.55,520.0,2026-09-04 06:35:00+00:00,2026-09-04 02:35:00+00:00
1788503760000,4465.47,4466.3,4465.25,4465.25,369.0,2026-09-04 06:36:00+00:00,2026-09-04 02:36:00+00:00
1788503820000,4465.23,4465.23,4463.18,4463.9,590.0,2026-09-04 06:37:00+00:00,2026-09-04 02:37:00+00:00
1788503880000,4463.95,4466.3,4463.95,4465.95,468.0,2026-09-04 06:38:00+00:00,2026-09-04 02:38:00+00:00
1788503940000,4465.94,4466.51,4465.12,4466.23,405.0,2026-09-04 06:39:00+00:00,2026-09-04 02:39:00+00:00
1788504000000,4466.24,4466.53,4464.72,4466.52,424.0,2026-09-04 06:40:00+00:00,2026-09-04 02:40:00+00:00
1788504060000,4466.53,4468.59,4466.29,4468.44,355.0,2026-09-04 06:41:00+00:00,2026-09-04 02:41:00+00:00
1788504120000,4468.46,4468.54,4465.33,4465.6,495.0,2026-09-04 06:42:00+00:00,2026-09-04 02:42:00+00:00
1788504180000,4465.59,4467.13,4465.59,4467.08,417.0,2026-09-04 06:43:00+00:00,2026-09-04 02:43:00+00:00
1788504240000,4467.1,4467.15,4464.04,4464.23,430.0,2026-09-04 06:44:00+00:00,2026-09-04 02:44:00+00:00
1788504300000,4464.21,4464.34,4462.57,4462.68,436.0,2026-09-04 06:45:00+00:00,2026-09-04 02:45:00+00:00
1788504360000,4462.7,4462.86,4462.25,4462.56,387.0,2026-09-04 06:46:00+00:00,2026-09-04 02:46:00+00:00
1788504420000,4462.56,4464.01,4461.93,4463.58,521.0,2026-09-04 06:47:00+00:00,2026-09-04 02:47:00+00:00
1788504480000,4463.59,4464.2,4462.27,4462.27,490.0,2026-09-04 06:48:00+00:00,2026-09-04 02:48:00+00:00
1788504540000,4462.26,4462.77,4461.52,4461.83,516.0,2026-09-04 06:49:00+00:00,2026-09-04 02:49:00+00:00
1788504600000,4461.83,4464.49,4461.4,4464.05,448.0,2026-09-04 06:50:00+00:00,2026-09-04 02:50:00+00:00
1788504660000,4464.04,4464.17,4463.3,4463.87,399.0,2026-09-04 06:51:00+00:00,2026-09-04 02:51:00+00:00
1788504720000,4463.88,4463.88,4462.88,4462.92,386.0,2026-09-04 06:52:00+00:00,2026-09-04 02:52:00+00:00
1788504780000,4462.9,4463.2,4462.28,4462.98,467.0,2026-09-04 06:53:00+00:00,2026-09-04 02:53:00+00:00
1788504840000,4462.96,4463.24,4462.25,4462.63,391.0,2026-09-04 06:54:00+00:00,2026-09-04 02:54:00+00:00
1788504900000,4462.63,4463.6,4462.18,4462.41,373.0,2026-09-04 06:55:00+00:00,2026-09-04 02:55:00+00:00
1788504960000,4462.43,4462.73,4460.97,4461.21,440.0,2026-09-04 06:56:00+00:00,2026-09-04 02:56:00+00:00
1788505020000,4461.23,4461.46,4460.27,4460.78,381.0,2026-09-04 06:57:00+00:00,2026-09-04 02:57:00+00:00
1788505080000,4460.77,4462.88,4460.77,4462.73,464.0,2026-09-04 06:58:00+00:00,2026-09-04 02:58:00+00:00
1788505140000,4462.71,4463.41,4462.57,4463.05,442.0,2026-09-04 06:59:00+00:00,2026-09-04 02:59:00+00:00
1788505200000,4463.01,4464.19,4461.6,4463.49,715.0,2026-09-04 07:00:00+00:00,2026-09-04 03:00:00+00:00
1788505260000,4463.5,4464.02,4462.49,4463.31,480.0,2026-09-04 07:01:00+00:00,2026-09-04 03:01:00+00:00
1788505320000,4463.32,4464.17,4463.01,4463.88,440.0,2026-09-04 07:02:00+00:00,2026-09-04 03:02:00+00:00
1788505380000,4463.89,4466.2,4463.74,4466.13,508.0,2026-09-04 07:03:00+00:00,2026-09-04 03:03:00+00:00
1788505440000,4466.13,4467.77,4465.92,4466.46,535.0,2026-09-04 07:04:00+00:00,2026-09-04 03:04:00+00:00
1788505500000,4466.48,4466.54,4465.06,4466.26,451.0,2026-09-04 07:05:00+00:00,2026-09-04 03:05:00+00:00
1788505560000,4466.26,4466.47,4465.59,4466.03,418.0,2026-09-04 07:06:00+00:00,2026-09-04 03:06:00+00:00
1788505620000,4466.02,4468.39,4465.58,4467.85,492.0,2026-09-04 07:07:00+00:00,2026-09-04 03:07:00+00:00
1788505680000,4467.84,4468.49,4467.56,4468.4,376.0,2026-09-04 07:08:00+00:00,2026-09-04 03:08:00+00:00
1788505740000,4468.39,4469.28,4467.7,4468.69,386.0,2026-09-04 07:09:00+00:00,2026-09-04 03:09:00+00:00
1788505800000,4468.72,4470.72,4468.72,4470.65,374.0,2026-09-04 07:10:00+00:00,2026-09-04 03:10:00+00:00
1788505860000,4470.66,4470.85,4469.72,4470.17,407.0,2026-09-04 07:11:00+00:00,2026-09-04 03:11:00+00:00
1788505920000,4470.2,4470.29,4468.71,4468.82,343.0,2026-09-04 07:12:00+00:00,2026-09-04 03:12:00+00:00
1788505980000,4468.81,4471.53,4468.3,4470.4,521.0,2026-09-04 07:13:00+00:00,2026-09-04 03:13:00+00:00
1788506040000,4470.4,4471.21,4467.88,4467.88,410.0,2026-09-04 07:14:00+00:00,2026-09-04 03:14:00+00:00
1788506100000,4467.89,4468.19,4466.74,4467.93,403.0,2026-09-04 07:15:00+00:00,2026-09-04 03:15:00+00:00
1788506160000,4467.93,4468.11,4466.9,4467.82,339.0,2026-09-04 07:16:00+00:00,2026-09-04 03:16:00+00:00
1788506220000,4467.82,4467.99,4466.9,4467.8,323.0,2026-09-04 07:17:00+00:00,2026-09-04 03:17:00+00:00
1788506280000,4467.78,4468.1,4467.1,4467.71,309.0,2026-09-04 07:18:00+00:00,2026-09-04 03:18:00+00:00
1788506340000,4467.72,4469.01,4467.3,4468.87,260.0,2026-09-04 07:19:00+00:00,2026-09-04 03:19:00+00:00
1788506400000,4468.88,4469.52,4467.4,4467.81,330.0,2026-09-04 07:20:00+00:00,2026-09-04 03:20:00+00:00
1788506460000,4467.8,4468.07,4466.87,4467.16,287.0,2026-09-04 07:21:00+00:00,2026-09-04 03:21:00+00:00
1788506520000,4467.17,4468.57,4467.1,4468.26,359.0,2026-09-04 07:22:00+00:00,2026-09-04 03:22:00+00:00
1788506580000,4468.26,4468.45,4467.7,4468.23,280.0,2026-09-04 07:23:00+00:00,2026-09-04 03:23:00+00:00
1788506640000,4468.23,4470.01,4468.15,4469.66,292.0,2026-09-04 07:24:00+00:00,2026-09-04 03:24:00+00:00
1788506700000,4469.63,4470.38,4468.81,4469.65,362.0,2026-09-04 07:25:00+00:00,2026-09-04 03:25:00+00:00
1788506760000,4469.64,4469.87,4468.66,4468.74,319.0,2026-09-04 07:26:00+00:00,2026-09-04 03:26:00+00:00
1788506820000,4468.71,4470.21,4468.16,4470.18,261.0,2026-09-04 07:27:00+00:00,2026-09-04 03:27:00+00:00
1788506880000,4470.13,4471.69,4469.64,4470.96,340.0,2026-09-04 07:28:00+00:00,2026-09-04 03:28:00+00:00
1788506940000,4470.97,4472.85,4470.2,4472.72,383.0,2026-09-04 07:29:00+00:00,2026-09-04 03:29:00+00:00
1788507000000,4472.74,4474.2,4472.74,4474.14,290.0,2026-09-04 07:30:00+00:00,2026-09-04 03:30:00+00:00
1788507060000,4474.15,4475.42,4473.3,4473.8,518.0,2026-09-04 07:31:00+00:00,2026-09-04 03:31:00+00:00
1788507120000,4473.81,4474.29,4473.21,4473.7,363.0,2026-09-04 07:32:00+00:00,2026-09-04 03:32:00+00:00
1788507180000,4473.7,4474.0,4472.82,4473.78,423.0,2026-09-04 07:33:00+00:00,2026-09-04 03:33:00+00:00
1788507240000,4473.77,4475.53,4473.76,4474.92,306.0,2026-09-04 07:34:00+00:00,2026-09-04 03:34:00+00:00
1788507300000,4474.78,4475.41,4474.28,4475.08,368.0,2026-09-04 07:35:00+00:00,2026-09-04 03:35:00+00:00
1788507360000,4475.07,4476.07,4475.06,4475.84,368.0,2026-09-04 07:36:00+00:00,2026-09-04 03:36:00+00:00
1788507420000,4475.85,4476.47,4475.1,4475.6,334.0,2026-09-04 07:37:00+00:00,2026-09-04 03:37:00+00:00
1788507480000,4475.61,4475.92,4474.45,4475.15,398.0,2026-09-04 07:38:00+00:00,2026-09-04 03:38:00+00:00
1788507540000,4475.16,4475.6,4474.65,4475.14,276.0,2026-09-04 07:39:00+00:00,2026-09-04 03:39:00+00:00
1788507600000,4475.19,4475.81,4474.76,4475.18,382.0,2026-09-04 07:40:00+00:00,2026-09-04 03:40:00+00:00
1788507660000,4475.19,4477.99,4475.19,4477.99,461.0,2026-09-04 07:41:00+00:00,2026-09-04 03:41:00+00:00
1788507720000,4477.99,4482.28,4477.73,4482.28,506.0,2026-09-04 07:42:00+00:00,2026-09-04 03:42:00+00:00
1788507780000,4482.26,4484.3,4481.75,4483.94,539.0,2026-09-04 07:43:00+00:00,2026-09-04 03:43:00+00:00
1788507840000,4484.0,4486.46,4484.0,4485.79,507.0,2026-09-04 07:44:00+00:00,2026-09-04 03:44:00+00:00
1788507900000,4485.79,4487.35,4484.77,4486.76,427.0,2026-09-04 07:45:00+00:00,2026-09-04 03:45:00+00:00
1788507960000,4486.81,4488.34,4485.99,4486.73,548.0,2026-09-04 07:46:00+00:00,2026-09-04 03:46:00+00:00
1788508020000,4486.74,4488.87,4486.74,4488.65,465.0,2026-09-04 07:47:00+00:00,2026-09-04 03:47:00+00:00
1788508080000,4488.63,4490.83,4488.63,4489.24,445.0,2026-09-04 07:48:00+00:00,2026-09-04 03:48:00+00:00
1788508140000,4489.22,4489.85,4487.62,4488.08,434.0,2026-09-04 07:49:00+00:00,2026-09-04 03:49:00+00:00
1788508200000,4488.07,4488.1,4484.94,4484.95,460.0,2026-09-04 07:50:00+00:00,2026-09-04 03:50:00+00:00
1788508260000,4484.94,4485.26,4483.97,4484.65,343.0,2026-09-04 07:51:00+00:00,2026-09-04 03:51:00+00:00
1788508320000,4484.64,4485.08,4482.67,4482.82,365.0,2026-09-04 07:52:00+00:00,2026-09-04 03:52:00+00:00
1788508380000,4482.76,4483.82,4482.76,4483.27,285.0,2026-09-04 07:53:00+00:00,2026-09-04 03:53:00+00:00
1788508440000,4483.25,4485.34,4482.95,4484.7,406.0,2026-09-04 07:54:00+00:00,2026-09-04 03:54:00+00:00
1788508500000,4484.7,4486.15,4484.4,4484.43,441.0,2026-09-04 07:55:00+00:00,2026-09-04 03:55:00+00:00
1788508560000,4484.41,4486.62,4483.02,4485.53,449.0,2026-09-04 07:56:00+00:00,2026-09-04 03:56:00+00:00
1788508620000,4485.53,4485.77,4481.47,4482.33,558.0,2026-09-04 07:57:00+00:00,2026-09-04 03:57:00+00:00
1788508680000,4482.34,4483.35,4482.34,4482.97,375.0,2026-09-04 07:58:00+00:00,2026-09-04 03:58:00+00:00
1788508740000,4482.97,4483.68,4482.33,4483.52,381.0,2026-09-04 07:59:00+00:00,2026-09-04 03:59:00+00:00
1788508800000,4483.53,4486.41,4483.39,4486.41,676.0,2026-09-04 08:00:00+00:00,2026-09-04 04:00:00+00:00
1788508860000,4486.4,4486.54,4484.96,4485.56,460.0,2026-09-04 08:01:00+00:00,2026-09-04 04:01:00+00:00
1788508920000,4485.59,4485.9,4483.28,4484.59,504.0,2026-09-04 08:02:00+00:00,2026-09-04 04:02:00+00:00
1788508980000,4484.6,4485.06,4483.62,4483.89,350.0,2026-09-04 08:03:00+00:00,2026-09-04 04:03:00+00:00
1788509040000,4483.92,4485.38,4483.5,4483.78,433.0,2026-09-04 08:04:00+00:00,2026-09-04 04:04:00+00:00
1788509100000,4483.78,4483.78,4481.43,4481.96,444.0,2026-09-04 08:05:00+00:00,2026-09-04 04:05:00+00:00
1788509160000,4481.97,4483.33,4481.65,4483.29,452.0,2026-09-04 08:06:00+00:00,2026-09-04 04:06:00+00:00
1788509220000,4483.29,4483.94,4482.0,4482.29,389.0,2026-09-04 08:07:00+00:00,2026-09-04 04:07:00+00:00
1788509280000,4482.29,4482.97,4481.93,4482.44,364.0,2026-09-04 08:08:00+00:00,2026-09-04 04:08:00+00:00
1788509340000,4482.43,4482.73,4480.43,4480.94,448.0,2026-09-04 08:09:00+00:00,2026-09-04 04:09:00+00:00
1788509400000,4480.95,4481.88,4479.48,4479.5,402.0,2026-09-04 08:10:00+00:00,2026-09-04 04:10:00+00:00
1788509460000,4479.49,4481.1,4479.32,4480.58,393.0,2026-09-04 08:11:00+00:00,2026-09-04 04:11:00+00:00
1788509520000,4480.48,4482.03,4479.78,4481.95,358.0,2026-09-04 08:12:00+00:00,2026-09-04 04:12:00+00:00
1788509580000,4481.95,4483.99,4481.93,4483.37,440.0,2026-09-04 08:13:00+00:00,2026-09-04 04:13:00+00:00
1788509640000,4483.38,4483.6,4482.11,4482.11,403.0,2026-09-04 08:14:00+00:00,2026-09-04 04:14:00+00:00
1788509700000,4482.11,4483.98,4481.57,4483.51,453.0,2026-09-04 08:15:00+00:00,2026-09-04 04:15:00+00:00
1788509760000,4483.47,4483.92,4482.62,4482.89,373.0,2026-09-04 08:16:00+00:00,2026-09-04 04:16:00+00:00
1788509820000,4482.92,4484.04,4482.63,4483.93,361.0,2026-09-04 08:17:00+00:00,2026-09-04 04:17:00+00:00
1788509880000,4483.97,4484.12,4481.32,4482.55,370.0,2026-09-04 08:18:00+00:00,2026-09-04 04:18:00+00:00
1788509940000,4482.56,4483.15,4482.28,4482.64,307.0,2026-09-04 08:19:00+00:00,2026-09-04 04:19:00+00:00
1788510000000,4482.64,4484.14,4482.58,4483.85,347.0,2026-09-04 08:20:00+00:00,2026-09-04 04:20:00+00:00
1788510060000,4483.84,4484.07,4481.21,4482.41,337.0,2026-09-04 08:21:00+00:00,2026-09-04 04:21:00+00:00
1788510120000,4482.41,4482.74,4481.18,4481.43,347.0,2026-09-04 08:22:00+00:00,2026-09-04 04:22:00+00:00
1788510180000,4481.43,4482.42,4481.36,4481.43,268.0,2026-09-04 08:23:00+00:00,2026-09-04 04:23:00+00:00
1788510240000,4481.43,4481.43,4480.12,4480.24,322.0,2026-09-04 08:24:00+00:00,2026-09-04 04:24:00+00:00
1788510300000,4480.18,4480.67,4479.63,4480.37,338.0,2026-09-04 08:25:00+00:00,2026-09-04 04:25:00+00:00
1788510360000,4480.4,4481.95,4480.4,4481.6,415.0,2026-09-04 08:26:00+00:00,2026-09-04 04:26:00+00:00
1788510420000,4481.6,4481.81,4480.87,4481.36,343.0,2026-09-04 08:27:00+00:00,2026-09-04 04:27:00+00:00
1788510480000,4481.41,4482.08,4481.14,4481.96,299.0,2026-09-04 08:28:00+00:00,2026-09-04 04:28:00+00:00
1788510540000,4481.9,4482.44,4480.85,4481.1,386.0,2026-09-04 08:29:00+00:00,2026-09-04 04:29:00+00:00
1788510600000,4481.13,4482.47,4480.61,4481.74,406.0,2026-09-04 08:30:00+00:00,2026-09-04 04:30:00+00:00
1788510660000,4481.79,4482.52,4479.51,4479.71,347.0,2026-09-04 08:31:00+00:00,2026-09-04 04:31:00+00:00
1788510720000,4479.69,4479.97,4478.08,4479.47,448.0,2026-09-04 08:32:00+00:00,2026-09-04 04:32:00+00:00
1788510780000,4479.45,4481.19,4479.45,4480.86,379.0,2026-09-04 08:33:00+00:00,2026-09-04 04:33:00+00:00
1788510840000,4480.86,4481.66,4480.37,4480.75,349.0,2026-09-04 08:34:00+00:00,2026-09-04 04:34:00+00:00
1788510900000,4480.73,4481.56,4480.16,4480.71,383.0,2026-09-04 08:35:00+00:00,2026-09-04 04:35:00+00:00
1788510960000,4480.71,4481.38,4479.77,4480.02,345.0,2026-09-04 08:36:00+00:00,2026-09-04 04:36:00+00:00
1788511020000,4479.99,4480.64,4478.1,4478.31,364.0,2026-09-04 08:37:00+00:00,2026-09-04 04:37:00+00:00
1788511080000,4478.32,4479.46,4477.72,4477.87,381.0,2026-09-04 08:38:00+00:00,2026-09-04 04:38:00+00:00
1788511140000,4477.9,4478.75,4477.9,4478.57,289.0,2026-09-04 08:39:00+00:00,2026-09-04 04:39:00+00:00
1788511200000,4478.56,4478.56,4477.77,4478.07,339.0,2026-09-04 08:40:00+00:00,2026-09-04 04:40:00+00:00
1788511260000,4478.08,4478.62,4477.54,4478.05,366.0,2026-09-04 08:41:00+00:00,2026-09-04 04:41:00+00:00
1788511320000,4478.06,4479.12,4478.0,4478.49,320.0,2026-09-04 08:42:00+00:00,2026-09-04 04:42:00+00:00
1788511380000,4478.52,4478.94,4477.55,4477.78,298.0,2026-09-04 08:43:00+00:00,2026-09-04 04:43:00+00:00
1788511440000,4477.76,4478.46,4477.48,4477.6,288.0,2026-09-04 08:44:00+00:00,2026-09-04 04:44:00+00:00
1788511500000,4477.59,4478.15,4476.87,4477.86,344.0,2026-09-04 08:45:00+00:00,2026-09-04 04:45:00+00:00
1788511560000,4477.86,4477.96,4477.26,4477.77,251.0,2026-09-04 08:46:00+00:00,2026-09-04 04:46:00+00:00
1788511620000,4477.77,4478.6,4477.05,4477.19,356.0,2026-09-04 08:47:00+00:00,2026-09-04 04:47:00+00:00
1788511680000,4477.14,4477.15,4476.29,4476.44,262.0,2026-09-04 08:48:00+00:00,2026-09-04 04:48:00+00:00
1788511740000,4476.41,4476.53,4474.84,4474.92,285.0,2026-09-04 08:49:00+00:00,2026-09-04 04:49:00+00:00
1788511800000,4474.93,4475.46,4474.81,4474.96,271.0,2026-09-04 08:50:00+00:00,2026-09-04 04:50:00+00:00
1788511860000,4474.95,4475.23,4474.5,4475.13,229.0,2026-09-04 08:51:00+00:00,2026-09-04 04:51:00+00:00
1788511920000,4475.12,4475.37,4474.53,4475.2,346.0,2026-09-04 08:52:00+00:00,2026-09-04 04:52:00+00:00
